Artist,Track,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo
Kura,3NwcP2GO2sZZS2BVvWcc9T,Favela (feat. MC K9),0.000184,0.688,0.904,0.0874,6,0.0876,-4.776,0.0436,130.005
Juzni Vetar,6Eh7fnZcpGnvLU9cfEpvsL,Pobjedice Ljubav,0.0203,0.409,0.686,0,4,0.113,-7.356,0.042,94.108
Juzni Vetar,6Eh7fnZcpGnvLU9cfEpvsL,Ako jednom odes,0.23,0.553,0.678,8.85e-06,4,0.265,-7.267,0.0341,101.297
Juzni Vetar,6Eh7fnZcpGnvLU9cfEpvsL,Dodjoh da te vidim,0.239,0.357,0.535,0,1,0.247,-7.718,0.0406,128.021
Juzni Vetar,6Eh7fnZcpGnvLU9cfEpvsL,|Mislio sam, ne volim te vise|,0.111,0.562,0.744,0.00059,1,0.828,-8.816,0.0463,108.488
Juzni Vetar,6Eh7fnZcpGnvLU9cfEpvsL,Oprosti mi sve,0.752,0.406,0.714,0,11,0.28,-5.93,0.0639,153.726
Juzni Vetar,6Eh7fnZcpGnvLU9cfEpvsL,Srce u ljubav ne veruje,0.231,0.668,0.738,0,7,0.174,-4.15,0.0294,119.919
Juzni Vetar,6Eh7fnZcpGnvLU9cfEpvsL,Suzo moja,0.339,0.485,0.845,2.48e-06,6,0.203,-3.693,0.0447,174.02
Juzni Vetar,6Eh7fnZcpGnvLU9cfEpvsL,Otisla je moja draga,0.111,0.396,0.733,3.7e-05,5,0.454,-7.015,0.0642,160.369
Juzni Vetar,6Eh7fnZcpGnvLU9cfEpvsL,Nisi kao ona,0.177,0.606,0.716,1.39e-06,11,0.274,-7.21,0.0485,109.511
Juzni Vetar,6Eh7fnZcpGnvLU9cfEpvsL,|Op, op, malena|,0.0635,0.717,0.944,0.000371,9,0.134,-4.415,0.0489,94.007
Toma Zdravkovic,5uskn8JUJBx7cGaxIvJM4a,Kafana Je Moja Istina,0.157,0.542,0.852,1.53e-06,7,0.698,-7.286,0.043,108.19
Toma Zdravkovic,5uskn8JUJBx7cGaxIvJM4a,Svirajte Noćas Samo Za Nju,0.767,0.491,0.514,3.37e-06,9,0.236,-6.821,0.0412,87.838
Toma Zdravkovic,5uskn8JUJBx7cGaxIvJM4a,Dotak'O Sam Dno Života,0.617,0.366,0.457,4.57e-05,7,0.171,-9.021,0.0707,85.691
Toma Zdravkovic,5uskn8JUJBx7cGaxIvJM4a,|Ej, Branka, Branka|,0.422,0.433,0.78,7.89e-06,0,0.442,-6.093,0.0334,133.891
Toma Zdravkovic,5uskn8JUJBx7cGaxIvJM4a,Dva Smo Sveta Različita,0.546,0.389,0.548,0.000346,8,0.251,-7.333,0.0345,119.044
Toma Zdravkovic,5uskn8JUJBx7cGaxIvJM4a,Dal' Je Moguće,0.145,0.4,0.602,0,0,0.198,-8.913,0.118,73.904
Toma Zdravkovic,5uskn8JUJBx7cGaxIvJM4a,Ostao Sam Sam,0.348,0.537,0.637,0,10,0.47,-9.282,0.0595,150.238
Toma Zdravkovic,5uskn8JUJBx7cGaxIvJM4a,Umoran Sam Od Života,0.744,0.318,0.334,0.0221,3,0.132,-9.455,0.0312,126.11
Toma Zdravkovic,5uskn8JUJBx7cGaxIvJM4a,Tužno Leto,0.709,0.48,0.355,0,5,0.175,-9.037,0.045,87.047
Toma Zdravkovic,5uskn8JUJBx7cGaxIvJM4a,|Tamburaši, Tamburaši|,0.284,0.521,0.489,0,2,0.29,-9.908,0.038,100.358
Šaban Šaulić,684zatrKiaoj2E5qLaxh1r,Nema nista majko od tvoga veselja,0.579,0.504,0.815,0,6,0.36,-4.686,0.141,72.486
Šaban Šaulić,684zatrKiaoj2E5qLaxh1r,Kraljice srca moga,0.304,0.539,0.406,1.07e-06,2,0.538,-13.362,0.0321,94.054
Šaban Šaulić,684zatrKiaoj2E5qLaxh1r,|Odlazis, odlazis|,0.658,0.697,0.536,0,5,0.319,-12.151,0.101,96.301
Šaban Šaulić,684zatrKiaoj2E5qLaxh1r,Ti me varaš najbolje,0.495,0.712,0.892,0,6,0.726,-3.583,0.041,90.005
Šaban Šaulić,684zatrKiaoj2E5qLaxh1r,Zal,0.707,0.383,0.551,0,6,0.355,-3.688,0.0296,106.156
Šaban Šaulić,684zatrKiaoj2E5qLaxh1r,Dodi da Ostarimo Zajedno,0.719,0.375,0.299,0,5,0.45,-11.264,0.0356,112.837
Šaban Šaulić,684zatrKiaoj2E5qLaxh1r,Uvenuce narcis beli,0.631,0.396,0.582,2.43e-05,9,0.645,-12.427,0.0664,137.291
Šaban Šaulić,684zatrKiaoj2E5qLaxh1r,Nocas mi se s' tobom spava,0.55,0.566,0.597,0,0,0.315,-10.395,0.0739,159.02
Šaban Šaulić,684zatrKiaoj2E5qLaxh1r,Vidas Li Mi Staru Ljubav,0.467,0.258,0.406,1.52e-06,11,0.32,-11.035,0.0565,67.458
Šaban Šaulić,684zatrKiaoj2E5qLaxh1r,Mihajlo,0.558,0.687,0.745,1.92e-05,11,0.322,-6.175,0.0642,106.103
Milica Zdravkovic,5L9xZLYg31TqcnrDvJFUet,Oprosti mi sve,0.752,0.406,0.714,0,11,0.28,-5.93,0.0639,153.726
Milica Zdravkovic,5L9xZLYg31TqcnrDvJFUet,Trepetiljka Trepetala,0.421,0.329,0.583,1.51e-05,2,0.808,-6.178,0.0378,160.938
Milica Zdravkovic,5L9xZLYg31TqcnrDvJFUet,Bosa Mara Vodu Pregazila,0.385,0.477,0.631,1.63e-05,0,0.365,-7.815,0.0503,108.305
Milica Zdravkovic,5L9xZLYg31TqcnrDvJFUet,|Moj Behare, Ko Li Mi Te Bere|,0.114,0.207,0.415,0.000328,8,0.0529,-6.823,0.0347,91.6
Milica Zdravkovic,5L9xZLYg31TqcnrDvJFUet,Sjajna Zvijezdo Gdje Si Sinoc Sjala,0.281,0.213,0.387,3.57e-05,9,0.29,-7.016,0.0303,93.587
Milica Zdravkovic,5L9xZLYg31TqcnrDvJFUet,|Pogledaj me, ne gledao vise|,0.0638,0.618,0.977,2.85e-06,4,0.187,-4.331,0.0597,112.3
Milica Zdravkovic,5L9xZLYg31TqcnrDvJFUet,Nema vise djevovanja,0.692,0.661,0.753,0.154,5,0.394,-5.305,0.0662,122.18
Milica Zdravkovic,5L9xZLYg31TqcnrDvJFUet,Moj se dragi zaljubio,0.807,0.268,0.496,0,5,0.102,-6.74,0.0343,143.981
Milica Zdravkovic,5L9xZLYg31TqcnrDvJFUet,Mi se milujemo,0.733,0.4,0.72,0,4,0.476,-6.315,0.0453,191.831
Milica Zdravkovic,5L9xZLYg31TqcnrDvJFUet,Nikad Vise,0.615,0.59,0.67,0,0,0.23,-6.3,0.0742,126.621
Zorica Minic,4oy6uD5N0d15g6C4etQcMK,U moj si dosao san,0.109,0.581,0.733,0,3,0.072,-5.443,0.0295,154.914
Zorica Minic,4oy6uD5N0d15g6C4etQcMK,Nisi vise gospodar,0.185,0.69,0.645,2.07e-06,8,0.058,-4.634,0.0314,124.964
Zorica Minic,4oy6uD5N0d15g6C4etQcMK,Zasluga,0.16,0.677,0.793,0,6,0.128,-7.122,0.0351,95.013
Zorica Minic,4oy6uD5N0d15g6C4etQcMK,Namignula Zora,0.154,0.527,0.551,0,10,0.259,-9.901,0.0555,90.111
Zorica Minic,4oy6uD5N0d15g6C4etQcMK,Sad bih ti bila dobra ja,0.39,0.561,0.758,0,1,0.0745,-5.235,0.0338,171.951
Zorica Minic,4oy6uD5N0d15g6C4etQcMK,Srecna slava domacine,0.338,0.573,0.681,0,6,0.368,-7.527,0.0957,104.909
Zorica Minic,4oy6uD5N0d15g6C4etQcMK,|Detelino, travo|,0.647,0.601,0.614,3.23e-06,0,0.309,-7.223,0.0941,91.642
Zorica Minic,4oy6uD5N0d15g6C4etQcMK,|Ono sto se mora, mora|,0.406,0.561,0.649,0,9,0.0478,-5.806,0.093,169.543
Zorica Minic,4oy6uD5N0d15g6C4etQcMK,Hocu samo tebe,0.359,0.674,0.726,0,4,0.0178,-7.511,0.0459,144.923
Zorica Minic,4oy6uD5N0d15g6C4etQcMK,Razvedena zena,0.127,0.578,0.786,0,3,0.352,-5.201,0.0578,85.956
Sandra Kacavenda,7BtmcEyNWESZzUpNPbwpDS,|Baj, baj|,0.309,0.775,0.55,0,10,0.24,-6.154,0.0301,114.129
Sandra Kacavenda,7BtmcEyNWESZzUpNPbwpDS,Isti si k'o drugi,0.576,0.657,0.659,0,8,0.091,-7.148,0.0284,102.01
Sandra Kacavenda,7BtmcEyNWESZzUpNPbwpDS,Idi pa vidi,0.0412,0.741,0.744,0,8,0.326,-6.199,0.036,125.031
Sandra Kacavenda,7BtmcEyNWESZzUpNPbwpDS,Suze na jastuku,0.0697,0.572,0.78,0,6,0.282,-6.208,0.0286,153.149
Sandra Kacavenda,7BtmcEyNWESZzUpNPbwpDS,Odlazi,0.374,0.503,0.852,0.000237,11,0.168,-4.996,0.0775,181.927
Sandra Kacavenda,7BtmcEyNWESZzUpNPbwpDS,Izvadi prst iz usta,0.22,0.534,0.439,0,5,0.208,-6.73,0.0308,150.06
Sandra Kacavenda,7BtmcEyNWESZzUpNPbwpDS,|Hvala ti, hvala majko|,0.513,0.685,0.324,0,5,0.143,-12.735,0.0315,119.926
Sandra Kacavenda,7BtmcEyNWESZzUpNPbwpDS,Srecan ti put i pisi mi,0.345,0.597,0.648,0,5,0.336,-7.027,0.0299,113.942
Sandra Kacavenda,7BtmcEyNWESZzUpNPbwpDS,Ti si istina moje mladosti,0.0942,0.697,0.77,3.33e-06,1,0.126,-5.641,0.0272,126.991
Sandra Kacavenda,7BtmcEyNWESZzUpNPbwpDS,Moja sreca i nesreca,0.421,0.733,0.486,0,2,0.214,-11.369,0.0409,97.95
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Ulica radja gresnike,0.113,0.633,0.658,0,10,0.263,-9.785,0.0568,127.138
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Rodjena za kraljicu,0.524,0.556,0.602,0,4,0.204,-5.692,0.0718,175.445
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Otvori vrata,0.137,0.626,0.53,0,11,0.496,-9.194,0.0399,115.985
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Bacio bih sve niz reku,0.236,0.589,0.496,0,8,0.231,-9.262,0.138,185.642
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Sve su maske pale,0.27,0.593,0.64,0,0,0.433,-6.155,0.0575,94.663
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Devet zivota,0.113,0.643,0.963,0,7,0.0844,-1.515,0.179,102.976
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Kad bih bio bogat,0.268,0.659,0.505,0,0,0.0524,-7.445,0.0287,106.905
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Neke Ptice Nikad Ne Polete,0.784,0.342,0.669,3.46e-05,6,0.0962,-4.943,0.0408,103.514
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Kriva je dok je ziva,0.255,0.802,0.886,0,9,0.132,-1.749,0.14,113.974
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Nek' place onaj sto mostove rusi,0.415,0.58,0.727,0,11,0.236,-5.826,0.0419,97.203
Dragan Saulic,2nOS3oyMAXFuk6BaFPJ8y3,Necu Da Znam Za Price Razne,0.373,0.346,0.586,1.06e-05,7,0.228,-6.91,0.039,127.636
Dragan Saulic,2nOS3oyMAXFuk6BaFPJ8y3,Mejra,0.361,0.522,0.672,1.71e-06,11,0.207,-5.388,0.0505,96.793
Dragan Saulic,2nOS3oyMAXFuk6BaFPJ8y3,Hej Sudbino Dva Te Srca Mole,0.724,0.581,0.561,0,1,0.165,-8.503,0.068,132.532
Dragan Saulic,2nOS3oyMAXFuk6BaFPJ8y3,Ne Zaboravi Me,0.617,0.605,0.444,0.0001,7,0.072,-7.87,0.0502,88.347
Dragan Saulic,2nOS3oyMAXFuk6BaFPJ8y3,Da mi je…,0.323,0.629,0.58,0,4,0.676,-13.517,0.115,91.872
Dragan Saulic,2nOS3oyMAXFuk6BaFPJ8y3,Pokusavam Da Te Shvatim,0.618,0.463,0.718,0,9,0.398,-7.978,0.201,124.779
Dragan Saulic,2nOS3oyMAXFuk6BaFPJ8y3,Ne Trazi Me Vise,0.132,0.381,0.74,0,11,0.108,-8.388,0.0749,185.045
Dragan Saulic,2nOS3oyMAXFuk6BaFPJ8y3,Sta bi dala da me imas,0.597,0.519,0.651,0,9,0.69,-9.788,0.0307,88.452
Dragan Saulic,2nOS3oyMAXFuk6BaFPJ8y3,Cekacu Te Na Starom Mestu,0.101,0.47,0.83,0,5,0.14,-9.304,0.146,75.035
Dragan Saulic,2nOS3oyMAXFuk6BaFPJ8y3,Srece nema za mene,0.363,0.627,0.616,1.67e-05,11,0.805,-13.107,0.0582,90.966
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Pijem al' uzalud,0.386,0.543,0.795,0,8,0.315,-4.066,0.0792,170.045
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,U srcu ciganin,0.652,0.436,0.679,0,2,0.368,-5.629,0.0543,87.665
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Hawai i Dubai,0.192,0.746,0.829,1.04e-05,9,0.336,-4.623,0.0478,145.019
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Jos ti ime dozivam,0.342,0.626,0.537,0,8,0.103,-11.894,0.0397,134.081
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Njena Ljubav Neverna,0.353,0.542,0.805,0,1,0.326,-2.428,0.0719,128.089
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Dogoreva do nokata,0.646,0.427,0.477,0,6,0.307,-9.814,0.0397,143.605
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Proslavljaju sve kafane,0.274,0.434,0.945,0,8,0.247,-3.284,0.109,112.479
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Maco,0.178,0.556,0.784,0,1,0.0714,-4.149,0.184,200.232
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Ko jos voli lutalice,0.253,0.509,0.784,0.000271,9,0.308,-6.239,0.0596,178.063
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Ja Ne Trazim Mnogo,0.648,0.339,0.705,0,9,0.345,-4.934,0.047,115.072
Mustafa Sabanovic,28wS0joHGDarax89XfsyX8,Irin kamerav,0.267,0.71,0.773,0.000282,2,0.0595,-6.565,0.0473,103.366
Mustafa Sabanovic,28wS0joHGDarax89XfsyX8,|Daje, daje|,0.491,0.704,0.676,0.000106,5,0.449,-6.914,0.0435,94.451
Mustafa Sabanovic,28wS0joHGDarax89XfsyX8,Oto devel adava mangljan,0.267,0.578,0.788,9e-06,0,0.137,-7.081,0.114,80.074
Mustafa Sabanovic,28wS0joHGDarax89XfsyX8,Ovavdjanma pa so,0.384,0.741,0.53,0,8,0.0425,-10.073,0.0623,98.044
Mustafa Sabanovic,28wS0joHGDarax89XfsyX8,Asiba,0.125,0.37,0.501,2.92e-06,4,0.0559,-6.583,0.0327,144.681
Mustafa Sabanovic,28wS0joHGDarax89XfsyX8,Rovena mecave,0.388,0.469,0.557,0,10,0.239,-7.075,0.0329,75.767
Mustafa Sabanovic,28wS0joHGDarax89XfsyX8,Bistri so ine,0.436,0.494,0.544,0,3,0.254,-7.095,0.0312,83.915
Mustafa Sabanovic,28wS0joHGDarax89XfsyX8,Caje suzije,0.424,0.729,0.726,0.000428,5,0.137,-6.07,0.0407,110.863
Mustafa Sabanovic,28wS0joHGDarax89XfsyX8,Pana tut mangava,0.157,0.803,0.787,3.11e-05,10,0.255,-9.961,0.0828,94.062
Mustafa Sabanovic,28wS0joHGDarax89XfsyX8,Sudbina si but kali,0.158,0.698,0.721,0,4,0.0733,-6.417,0.0764,131.415
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Jackie Chan,0.374,0.747,0.834,0,3,0.0586,-2.867,0.045,128.005
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Body - Dzeko Remix,0.00812,0.653,0.946,0.000207,5,0.126,-3.757,0.0556,125.966
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Blue,0.0234,0.654,0.887,0.0397,8,0.558,-5.271,0.0472,124.991
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Jackie Chan - Keanu Silva Remix,0.00211,0.885,0.869,7.85e-06,6,0.0325,-4.939,0.0552,126.005
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Jackie Chan - Daijo Remix,0.00326,0.625,0.952,0,3,0.388,-1.612,0.135,128.104
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Jackie Chan - Sebastian Perez Remix,0.00159,0.606,0.913,0,3,0.0814,-5.88,0.0745,125.065
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Unforgettable - Tiësto vs. Dzeko AFTR:HRS Remix,0.0259,0.668,0.773,1.64e-05,1,0.157,-6.182,0.116,123.975
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Try Not To Love You,0.03,0.526,0.773,0,1,0.131,-4.33,0.0419,127.899
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Jackie Chan - MANDY Remix,0.0819,0.64,0.88,0,1,0.0785,-4.061,0.0758,150.071
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Jackie Chan - Tiësto Big Room Mix,0.022,0.841,0.83,4.31e-06,10,0.398,-4.641,0.0733,127.98
Dragana Mirkovic,1rh3kOJeqmkZ968Lc2QYCS,Proklet Rodjen,0.15,0.842,0.864,1.32e-05,6,0.0822,-4.342,0.0567,104.994
Dragana Mirkovic,1rh3kOJeqmkZ968Lc2QYCS,Gromovi,0.393,0.815,0.836,0,5,0.107,-5.514,0.0324,119.985
Dragana Mirkovic,1rh3kOJeqmkZ968Lc2QYCS,Umirem majko,0.321,0.777,0.64,1.29e-05,2,0.0815,-7.918,0.0338,129.671
Dragana Mirkovic,1rh3kOJeqmkZ968Lc2QYCS,Zivot Moj,0.265,0.853,0.809,0,1,0.37,-2.968,0.0376,95.985
Dragana Mirkovic,1rh3kOJeqmkZ968Lc2QYCS,Placi zemljo,0.12,0.608,0.655,3.74e-06,1,0.286,-11.153,0.051,170.408
Dragana Mirkovic,1rh3kOJeqmkZ968Lc2QYCS,|Milo moje, sto te nema|,0.201,0.524,0.485,1.39e-06,3,0.0323,-7.558,0.0259,75.269
Dragana Mirkovic,1rh3kOJeqmkZ968Lc2QYCS,Trovanje,0.0589,0.667,0.957,1.93e-06,5,0.286,-3.661,0.0585,98.024
Dragana Mirkovic,1rh3kOJeqmkZ968Lc2QYCS,Pitaju Me U Mom Kraju,0.487,0.579,0.891,0.00263,2,0.409,-8.138,0.0447,116.976
Dragana Mirkovic,1rh3kOJeqmkZ968Lc2QYCS,Sama,0.397,0.672,0.766,1.79e-05,5,0.0825,-2.568,0.0342,99.532
Dragana Mirkovic,1rh3kOJeqmkZ968Lc2QYCS,Imam Jedan Zivot,0.554,0.65,0.287,0,3,0.0248,-9.862,0.0272,98.508
Janko Glisic,4fx2xahAvZwdIToy9Pb0Q4,Bas Si Lepa,0.775,0.403,0.436,0.00113,9,0.329,-12.617,0.032,98.945
Janko Glisic,4fx2xahAvZwdIToy9Pb0Q4,Sta se to dogadja,0.00425,0.628,0.52,2.46e-05,6,0.0561,-11.36,0.0625,141.22
Janko Glisic,4fx2xahAvZwdIToy9Pb0Q4,Svice zora,0.658,0.51,0.795,1.25e-06,6,0.116,-5.254,0.0905,184.532
Janko Glisic,4fx2xahAvZwdIToy9Pb0Q4,Volecu te sve do starosti,0.282,0.58,0.771,2.17e-06,5,0.689,-6.883,0.0317,126.321
Janko Glisic,4fx2xahAvZwdIToy9Pb0Q4,Ko te voli kao ja,0.364,0.606,0.822,0,0,0.148,-5.956,0.0397,163.827
Janko Glisic,4fx2xahAvZwdIToy9Pb0Q4,Zagrli me nezno,0.493,0.613,0.798,0,7,0.448,-5.98,0.0346,88.539
Janko Glisic,4fx2xahAvZwdIToy9Pb0Q4,Moje polje drugi kosi,0.676,0.662,0.713,0,7,0.14,-7.266,0.0339,97.525
Janko Glisic,4fx2xahAvZwdIToy9Pb0Q4,Srce mi je jako,0.596,0.62,0.81,0,7,0.483,-5.214,0.034,138.454
Janko Glisic,4fx2xahAvZwdIToy9Pb0Q4,Crvene ruze,0.572,0.577,0.829,0,8,0.146,-6.595,0.04,125.228
Janko Glisic,4fx2xahAvZwdIToy9Pb0Q4,|Nina, Nina|,0.0664,0.527,0.624,0,10,0.0603,-11.501,0.107,174.179
Vesna Rivas,6DrvCs1ixS0XtywLysvRNO,Niska banja,0.077,0.605,0.85,0,0,0.0687,-1.994,0.0409,176.989
Vesna Rivas,6DrvCs1ixS0XtywLysvRNO,Becarusa,0.331,0.669,0.881,0,0,0.189,-5.037,0.0676,148.003
Vesna Rivas,6DrvCs1ixS0XtywLysvRNO,Reci meni sokole,0.441,0.712,0.748,0,9,0.104,-5.483,0.0265,94.675
Vesna Rivas,6DrvCs1ixS0XtywLysvRNO,Ajd' Po Naski,0.142,0.58,0.974,0,1,0.307,-3.8,0.0654,178.898
Vesna Rivas,6DrvCs1ixS0XtywLysvRNO,Pusto ostrvo,0.117,0.692,0.856,0,11,0.313,-5.68,0.0319,147.603
Vesna Rivas,6DrvCs1ixS0XtywLysvRNO,Neka doveka,0.225,0.754,0.684,0,3,0.293,-4.013,0.0875,139.913
Vesna Rivas,6DrvCs1ixS0XtywLysvRNO,Čije oko noćas ljubiš,0.13,0.788,0.736,0,4,0.208,-9.75,0.0333,102.169
Vesna Rivas,6DrvCs1ixS0XtywLysvRNO,Kucni U Drvo,0.223,0.663,0.917,0,0,0.196,-4.52,0.078,107.942
Vesna Rivas,6DrvCs1ixS0XtywLysvRNO,Prevrsila Dara Meru,0.0273,0.663,0.857,6.37e-05,8,0.0476,-3.921,0.029,108.966
Vesna Rivas,6DrvCs1ixS0XtywLysvRNO,K`o da sam pastorce,0.291,0.486,0.717,0,0,0.109,-4.853,0.0313,203.995
Gojko,6SrlMFpXsV8ig6uxXU2bWF,Neka peva ova kuca,0.311,0.783,0.802,0,10,0.343,-4.671,0.0294,125.163
Gojko,6SrlMFpXsV8ig6uxXU2bWF,Sirotinjo i Bogu si teska,0.118,0.617,0.757,0,8,0.356,-5.701,0.0388,123.156
Gojko,6SrlMFpXsV8ig6uxXU2bWF,Ja sam vetar skitnica,0.248,0.656,0.743,0,1,0.342,-5.459,0.0338,123.152
Gojko,6SrlMFpXsV8ig6uxXU2bWF,Gde odose srecni dani,0.0974,0.572,0.758,0,0,0.272,-6.316,0.035,159.485
Gojko,6SrlMFpXsV8ig6uxXU2bWF,Srecan ti rodjendan,0.298,0.324,0.668,0,5,0.11,-6.427,0.0984,190.897
Gojko,6SrlMFpXsV8ig6uxXU2bWF,Srce moje slomljeno,0.148,0.632,0.807,0,8,0.0962,-5.061,0.128,186.171
Gojko,6SrlMFpXsV8ig6uxXU2bWF,Nisam covek koji place,0.396,0.699,0.547,0,0,0.209,-6.253,0.0321,112.653
Gojko,6SrlMFpXsV8ig6uxXU2bWF,Zar to tako treba,0.242,0.732,0.634,0,9,0.211,-4.575,0.0328,114.994
Gojko,6SrlMFpXsV8ig6uxXU2bWF,|Magdo, ti si dukat moj|,0.496,0.631,0.736,0,2,0.148,-4.92,0.0322,155.439
Gojko,6SrlMFpXsV8ig6uxXU2bWF,|Paznja, paznja|,0.176,0.517,0.759,0,4,0.226,-3.607,0.0935,200.179
Milenko Zivkovic,4HNYL5wRddBefXFGOVHdaV,Sta cu tamo,0.314,0.434,0.566,0,7,0.522,-6.828,0.0362,130.247
Milenko Zivkovic,4HNYL5wRddBefXFGOVHdaV,Crno vino crne oci,0.806,0.313,0.745,0,8,0.0642,-1.917,0.0489,133.901
Milenko Zivkovic,4HNYL5wRddBefXFGOVHdaV,Lepa Rada,0.543,0.38,0.413,0,9,0.187,-9.606,0.0332,152.759
Milenko Zivkovic,4HNYL5wRddBefXFGOVHdaV,Pozeleces da me vidis,0.479,0.36,0.609,0,6,0.345,-6.553,0.0385,172.388
Milenko Zivkovic,4HNYL5wRddBefXFGOVHdaV,Moja si rekla si mi da,0.637,0.589,0.846,0,2,0.231,-2.662,0.098,144.082
Milenko Zivkovic,4HNYL5wRddBefXFGOVHdaV,Moja jedina radost,0.82,0.373,0.752,1.15e-05,9,0.305,-5.403,0.0729,170.648
Milenko Zivkovic,4HNYL5wRddBefXFGOVHdaV,Pustite me da tugujem,0.452,0.554,0.746,0,7,0.596,-4.424,0.0301,112.176
Milenko Zivkovic,4HNYL5wRddBefXFGOVHdaV,Zar si srecna,0.395,0.275,0.531,0,0,0.826,-9.183,0.0445,168.503
Milenko Zivkovic,4HNYL5wRddBefXFGOVHdaV,Zaljubih se ludo,0.0757,0.57,0.951,1.46e-06,11,0.233,-4.127,0.0628,140.421
Milenko Zivkovic,4HNYL5wRddBefXFGOVHdaV,Sreco moja,0.429,0.321,0.574,0,8,0.0929,-8.173,0.0477,155.573
Bahtijar Brulic,0kuvsk9hvlcSWU1mg2gpCM,Pobjedice Ljubav,0.0203,0.409,0.686,0,4,0.113,-7.356,0.042,94.108
Bahtijar Brulic,0kuvsk9hvlcSWU1mg2gpCM,Ako jednom odes,0.23,0.553,0.678,8.85e-06,4,0.265,-7.267,0.0341,101.297
Bahtijar Brulic,0kuvsk9hvlcSWU1mg2gpCM,|Mislio sam, ne volim te vise|,0.111,0.562,0.744,0.00059,1,0.828,-8.816,0.0463,108.488
Bahtijar Brulic,0kuvsk9hvlcSWU1mg2gpCM,Nisi kao ona,0.177,0.606,0.716,1.39e-06,11,0.274,-7.21,0.0485,109.511
Bahtijar Brulic,0kuvsk9hvlcSWU1mg2gpCM,Ne trazi me,0.544,0.259,0.505,0,7,0.0996,-6.141,0.0367,76.767
Bahtijar Brulic,0kuvsk9hvlcSWU1mg2gpCM,Vise je nema,0.478,0.671,0.488,0,4,0.219,-7.59,0.0314,112.522
Bahtijar Brulic,0kuvsk9hvlcSWU1mg2gpCM,Dugo Će Zore Rane,0.775,0.426,0.464,0,4,0.415,-6.614,0.0346,119.004
Bahtijar Brulic,0kuvsk9hvlcSWU1mg2gpCM,Volio sam i ljubio cure,0.128,0.432,0.62,0,1,0.22,-7.283,0.043,168.638
Bahtijar Brulic,0kuvsk9hvlcSWU1mg2gpCM,Oči Tvoje Govore,0.434,0.412,0.54,0,5,0.364,-6.186,0.0294,131.918
Bahtijar Brulic,0kuvsk9hvlcSWU1mg2gpCM,Grli Me Draga,0.679,0.404,0.626,3.53e-06,11,0.582,-5.548,0.0302,138.049
Bali Bandits,1GcKPo3HglflWJSV683pHx,Are You Randy?,0.000724,0.641,0.905,0.134,7,0.197,-4.981,0.107,127.984
Bali Bandits,1GcKPo3HglflWJSV683pHx,Voulez Vous,0.0257,0.384,0.934,0.565,1,0.103,-2.75,0.227,127.037
Bali Bandits,1GcKPo3HglflWJSV683pHx,All On You (If I Can See),0.0212,0.659,0.913,0,0,0.254,-3.99,0.0441,130.031
Bali Bandits,1GcKPo3HglflWJSV683pHx,Edm Party,0.104,0.726,0.943,0.0783,1,0.311,-4.333,0.199,128.037
Bali Bandits,1GcKPo3HglflWJSV683pHx,There For You - Bali Bandits Remix,0.00877,0.594,0.87,0,6,0.156,-3.957,0.112,126.094
Bali Bandits,1GcKPo3HglflWJSV683pHx,Starving - Bali Bandits Remix (Radio Edit),0.0857,0.553,0.872,4.32e-06,6,0.225,-2.088,0.137,127.964
Bali Bandits,1GcKPo3HglflWJSV683pHx,2 Supermodels,0.0148,0.47,0.885,0.0997,6,0.171,-4.039,0.0792,126.671
